Batch Size,HF Throughput,vLLM Throughput,HF Avg Latency,vLLM Avg Latency
1,0.41636310763372025,0.1841009529596104,2.1654805756174027,5.358854724373669
4,0.4657184194759299,0.7127028177093441,2.1654805756174027,5.358854724373669
8,0.4738284310723253,1.428194242022729,2.1654805756174027,5.358854724373669
16,0.47774243099626185,2.8372818789885823,2.1654805756174027,5.358854724373669
32,0.4747893515763416,5.7062928182315655,2.1654805756174027,5.358854724373669
