Batch Size,HF Throughput,vLLM Throughput,HF Avg Latency,vLLM Avg Latency,HF Avg Tokens/sec,vLLM Avg Tokens/sec,HF Peak Memory MB,vLLM Peak Memory MB
1,3.8664601946197332,7.009033467780946,0.2600143363699317,0.14884878983721136,30.7723470187308,55.10150862938741,2108.7412109375,2106.30126953125
