Batch Size,HF Throughput,vLLM Throughput,HF Avg Latency,vLLM Avg Latency,HF Avg Tokens/sec,vLLM Avg Tokens/sec,HF Peak Memory MB,vLLM Peak Memory MB
1,3.6752286837971266,5.844451362041459,0.27209350569173696,0.16671330779790877,29.40976513258381,49.191268110564714,2108.7412109375,2106.30126953125
